input,answer
"Split misnamed into from m to s, from n to m, from e to d.","mis, nam, ed"
"Split prosper into from p to r, from o to s, from p to r.","pr, os, per"
"Split half-smile into from h to f, from - to i, from l to e.","half, -smi, le"
"Split rehydrated into from r to y, from d to r, from a to t, from e to d.","rehy, dr, at, ed"
"Split distraction into from d to s, from t to a, from c to n.","dis, tra, ction"
"Split post-treatment into from p to r, from e to m, from e to t.","post-tr, eatm, ent"
"Split peyote into from p to o, from t to e.","peyo, te"
"Split reductionism into from r to o, from n to i, from s to m.","reductio, ni, sm"
"Split catapult into from c to a, from p to u, from l to t.","cata, pu, lt"
"Split downgraded into from d to w, from n to d, from e to d.","dow, ngrad, ed"
"Split rule-breaking into from r to b, from r to a, from k to i, from n to g.","rule-b, rea, ki, ng"
"Split tensile into from t to e, from n to i, from l to e.","te, nsi, le"
"Split clampdown into from c to p, from d to n.","clamp, down"
"Split immunofluorescence into from i to u, from n to u, from o to e.","immu, noflu, orescence"
"Split acrobatics into from a to t, from i to s.","acrobat, ics"
"Split peace-loving into from p to a, from c to e, from - to o, from v to g.","pea, ce, -lo, ving"
"Split mislead into from m to s, from l to e, from a to d.","mis, le, ad"
"Split great-uncle into from g to u, from n to e.","great-u, ncle"
"Split unrivalled into from u to r, from i to v, from a to d.","unr, iv, alled"
"Split authorize into from a to u, from t to r, from i to e.","au, thor, ize"
"Split high-velocity into from h to l, from o to i, from t to y.","high-vel, oci, ty"
"Split two-thirty into from t to t, from h to y.","two-t, hirty"
"Split resource-use into from r to u, from r to e, from - to u, from s to e.","resou, rce, -u, se"
"Split smooth-talking into from s to o, from o to g.","smo, oth-talking"
"Split thirty-seven-year-old into from t to t, from y to d.","thirt, y-seven-year-old"
"Split mid-1997 into from m to i, from d to 1, from 9 to 7.","mi, d-1, 997"
"Split inscription into from i to c, from r to n.","insc, ription"
"Split dolefully into from d to e, from f to y.","dole, fully"
"Split pupate into from p to a, from t to e.","pupa, te"
"Split minimus into from m to n, from i to m, from u to s.","min, im, us"
"Split highwayman into from h to i, from g to w, from a to n.","hi, ghw, ayman"
"Split camper into from c to p, from e to r.","camp, er"
"Split quickening into from q to e, from n to i, from n to g.","quicke, ni, ng"
"Split jam-packed into from j to c, from k to d.","jam-pac, ked"
"Split badinage into from b to a, from d to i, from n to a, from g to e.","ba, di, na, ge"
"Split super-hot into from s to p, from e to r, from - to h, from o to t.","sup, er, -h, ot"
"Split vincristine into from v to n, from c to r, from i to e.","vin, cr, istine"
"Split picket into from p to i, from c to k, from e to t.","pi, ck, et"
"Split pruner into from p to r, from u to r.","pr, uner"
"Split fenceline into from f to e, from n to e, from l to i, from n to e.","fe, nce, li, ne"
"Split blooded into from b to o, from o to d, from e to d.","blo, od, ed"
"Split asymmetrically into from a to m, from e to c, from a to l, from l to y.","asymm, etric, al, ly"
"Split helter-skelter into from h to -, from s to r.","helter-, skelter"
"Split jeopardize into from j to e, from o to e.","je, opardize"
"Split participatory into from p to c, from i to y.","partic, ipatory"
"Split glitch into from g to l, from i to t, from c to h.","gl, it, ch"
"Split inveigh into from i to n, from v to i, from g to h.","in, vei, gh"
"Split trustful into from t to r, from u to l.","tr, ustful"
"Split re-engage into from r to e, from - to g, from a to e.","re, -eng, age"
"Split chromatography into from c to a, from t to y.","chroma, tography"
"Split black-and-white into from b to a, from n to h, from i to e.","black-a, nd-wh, ite"
"Split bastardized into from b to s, from t to r, from d to i, from z to d.","bas, tar, di, zed"
"Split princeling into from p to c, from e to l, from i to g.","princ, el, ing"
"Split enterprise-wide into from e to r, from p to e.","enter, prise-wide"
"Split medial into from m to e, from d to l.","me, dial"
"Split buffet into from b to u, from f to f, from e to t.","bu, ff, et"
"Split pediatrician into from p to t, from r to i, from c to i, from a to n.","pediat, ri, ci, an"
"Split stalemate into from s to a, from t to e.","stalema, te"
"Split fractal into from f to r, from a to t, from a to l.","fr, act, al"
"Split phalarope into from p to a, from l to r, from o to e.","pha, lar, ope"
"Split wiggler into from w to l, from e to r.","wiggl, er"
"Split depreciated into from d to e, from c to i, from a to t, from e to d.","depre, ci, at, ed"
"Split brindle into from b to i, from n to d, from l to e.","bri, nd, le"
"Split lopsided into from l to o, from p to d.","lo, psided"
"Split touchscreen into from t to c, from r to e, from e to n.","touchsc, re, en"
"Split plyometrics into from p to y, from o to s.","ply, ometrics"
"Split blessedness into from b to d, from n to s.","blessed, ness"
"Split hydrating into from h to y, from d to r, from a to g.","hy, dr, ating"
"Split turquoise into from t to q, from u to o, from i to e.","turq, uo, ise"
"Split rabbinate into from r to b, from b to e.","rab, binate"
"Split politically-motivated into from p to a, from l to y, from - to d.","politica, lly, -motivated"
"Split low-gravity into from l to -, from g to v, from i to y.","low-, grav, ity"
"Split beggarly into from b to g, from a to r, from l to y.","begg, ar, ly"
"Split sing-song into from s to i, from n to -, from s to o, from n to g.","si, ng-, so, ng"
"Split accompaniment into from a to p, from a to i, from m to t.","accomp, ani, ment"
"Split incongruously into from i to s, from l to y.","incongruous, ly"
"Split distantly into from d to t, from a to n, from t to y.","dist, an, tly"
"Split consuming into from c to n, from s to u, from m to g.","con, su, ming"
"Split relatedness into from r to t, from e to d, from n to e, from s to s.","relat, ed, ne, ss"
"Split delisting into from d to e, from l to s, from t to i, from n to g.","de, lis, ti, ng"
"Split bone-chilling into from b to i, from l to i, from n to g.","bone-chi, lli, ng"
"Split position into from p to i, from t to i, from o to n.","posi, ti, on"
"Split closet-size into from c to s, from i to e.","closet-s, ize"
"Split reversion into from r to e, from v to s, from i to n.","re, vers, ion"
"Split placer into from p to l, from a to r.","pl, acer"
"Split lithography into from l to h, from o to r, from a to p, from h to y.","lith, ogr, ap, hy"
"Split somnolent into from s to n, from o to e, from n to t.","somn, ole, nt"
"Split paschal into from p to a, from s to h, from a to l.","pa, sch, al"
"Split basaltic into from b to a, from s to a, from l to t, from i to c.","ba, sa, lt, ic"
"Split dependability into from d to p, from e to y.","dep, endability"
"Split gaijin into from g to a, from i to j, from i to n.","ga, ij, in"
"Split serostatus into from s to o, from s to t, from a to t, from u to s.","sero, st, at, us"
"Split dropper into from d to r, from o to r.","dr, opper"
"Split palpably into from p to a, from b to y.","palpa, bly"
"Split myocardial into from m to o, from c to r, from d to i, from a to l.","myo, car, di, al"
"Split non-union into from n to n, from - to u, from n to i, from o to n.","non, -u, ni, on"
"Split degrading into from d to e, from g to d, from i to g.","de, grad, ing"
"Split self-denial into from s to l, from f to i, from a to l.","sel, f-deni, al"
"Split veritable into from v to r, from i to b, from l to e.","ver, itab, le"
"Split sympathizer into from s to y, from m to h, from i to r.","sy, mpath, izer"
"Split saccule into from s to c, from c to e.","sac, cule"
"Split escape into from e to s, from c to a, from p to e.","es, ca, pe"
"Split horse-riding into from h to o, from r to r, from i to d, from i to g.","ho, rse-r, id, ing"
"Split nonobjective into from n to j, from e to c, from t to i, from v to e.","nonobj, ec, ti, ve"
"Split largest-selling into from l to s, from e to g.","largest-s, elling"
"Split expectation into from e to x, from p to n.","ex, pectation"
"Split aplenty into from a to p, from l to e, from n to y.","ap, le, nty"
"Split eavesdropping into from e to a, from v to p, from p to i, from n to g.","ea, vesdrop, pi, ng"
"Split large-diameter into from l to e, from - to t, from e to r.","large, -diamet, er"
"Split clownish into from c to l, from o to w, from n to i, from s to h.","cl, ow, ni, sh"
"Split no-fly into from n to o, from - to f, from l to y.","no, -f, ly"
"Split right-to-life into from r to g, from h to e.","rig, ht-to-life"
"Split blue-gray into from b to l, from u to -, from g to y.","bl, ue-, gray"
"Split boutonniere into from b to n, from n to e, from r to e.","bouton, nie, re"
"Split dishware into from d to i, from s to h, from w to a, from r to e.","di, sh, wa, re"
"Split salivate into from s to a, from t to e.","saliva, te"
"Split defile into from d to i, from l to e.","defi, le"
"Split endogamous into from e to o, from g to a, from m to o, from u to s.","endo, ga, mo, us"
"Split insecurity into from i to s, from e to c, from u to i, from t to y.","ins, ec, uri, ty"
"Split collectivism into from c to o, from l to v, from i to m.","co, llectiv, ism"
"Split quadratic into from q to d, from r to c.","quad, ratic"
"Split sticking into from s to t, from i to g.","st, icking"
"Split competency-based into from c to y, from - to b, from a to s, from e to d.","competency, -b, as, ed"
"Split pro-labor into from p to l, from a to r.","pro-l, abor"
"Split spuriously into from s to u, from r to o, from u to s, from l to y.","spu, rio, us, ly"
"Split symbiotic into from s to m, from b to t, from i to c.","sym, biot, ic"
"Split linnean into from l to i, from n to n, from e to n.","li, nn, ean"
"Split asset-based into from a to t, from - to b, from a to s, from e to d.","asset, -b, as, ed"
"Split starry into from s to t, from a to r, from r to y.","st, ar, ry"
"Split clemency into from c to e, from n to y.","cleme, ncy"
"Split photocopying into from p to t, from o to i, from n to g.","phot, ocopyi, ng"
"Split on-track into from o to n, from - to t, from r to a, from c to k.","on, -t, ra, ck"
"Split agency into from a to e, from n to y.","age, ncy"
"Split pepperoni into from p to p, from p to e, from r to o, from n to i.","pep, pe, ro, ni"
"Split overflowing into from o to r, from f to o, from w to i, from n to g.","over, flo, wi, ng"
"Split government-appointed into from g to v, from e to n, from m to d.","gov, ern, ment-appointed"
"Split orthopedics into from o to r, from t to h, from o to i, from c to s.","or, th, opedi, cs"
"Split poverty-level into from p to -, from l to v, from e to l.","poverty-, lev, el"
"Split superintendency into from s to d, from e to y.","superintend, ency"
"Split more-recent into from m to -, from r to t.","more-, recent"
"Split more-effective into from m to o, from r to e.","mo, re-effective"
"Split owlishly into from o to w, from l to i, from s to h, from l to y.","ow, li, sh, ly"
"Split fucken into from f to u, from c to k, from e to n.","fu, ck, en"
"Split uphill into from u to p, from h to i, from l to l.","up, hi, ll"
"Split punishable into from p to n, from i to h, from a to e.","pun, ish, able"
"Split socioeconomically into from s to n, from o to i, from c to y.","socioecon, omi, cally"
"Split precarious into from p to c, from a to i, from o to s.","prec, ari, ous"
"Split commiseration into from c to i, from s to a, from t to i, from o to n.","commi, sera, ti, on"
"Split office-based into from o to -, from b to s, from e to d.","office-, bas, ed"
"Split expatriate into from e to p, from a to t, from r to a, from t to e.","exp, at, ria, te"
"Split resentment into from r to n, from t to e, from n to t.","resen, tme, nt"
"Split invulnerable into from i to n, from v to u, from l to e.","in, vu, lnerable"
"Split long-vanished into from l to o, from n to n, from i to s, from h to d.","lo, ng-van, is, hed"
"Split dewberry into from d to b, from e to y.","dewb, erry"
"Split colorist into from c to o, from l to o, from r to i, from s to t.","co, lo, ri, st"
"Split whiteboard into from w to a, from r to d.","whiteboa, rd"
"Split whole-group into from w to o, from l to r, from o to p.","who, le-gr, oup"
"Split moonshine into from m to i, from n to e.","moonshi, ne"
"Split quantitative into from q to a, from n to i, from t to e.","qua, nti, tative"
"Split coal-mining into from c to o, from a to i, from n to g.","co, al-mini, ng"
"Split urologic into from u to l, from o to g, from i to c.","urol, og, ic"
"Split wholly-owned into from w to h, from o to l, from l to w, from n to d.","wh, ol, ly-ow, ned"
"Split excite into from e to x, from c to e.","ex, cite"
"Split west-facing into from w to a, from c to g.","west-fa, cing"
"Split well-rested into from w to l, from - to r, from e to t, from e to d.","well, -r, est, ed"
"Split nehruvian into from n to v, from i to n.","nehruv, ian"
"Split gimbal into from g to i, from m to b, from a to l.","gi, mb, al"
"Split distinguished into from d to i, from s to t, from i to u, from i to d.","di, st, ingu, ished"
"Split flickering into from f to i, from n to g.","flickeri, ng"
"Split flip-flopper into from f to f, from l to r.","flip-f, lopper"
"Split self-sealing into from s to e, from l to g.","se, lf-sealing"
"Split hydric into from h to y, from d to c.","hy, dric"
"Split ammonium into from a to n, from i to m.","ammon, ium"
"Split orange into from o to r, from a to n, from g to e.","or, an, ge"
"Split tourist-friendly into from t to r, from i to e, from n to y.","tourist-fr, ie, ndly"
"Split stumbling into from s to m, from b to l, from i to g.","stum, bl, ing"
"Split ionian into from i to o, from n to n.","io, nian"
"Split marchese into from m to c, from h to e, from s to e.","marc, he, se"
"Split fatigue into from f to t, from i to g, from u to e.","fat, ig, ue"
"Split speechless into from s to e, from e to e, from s to s.","spe, echle, ss"
"Split partially into from p to r, from t to i, from a to l, from l to y.","par, ti, al, ly"
"Split sundew into from s to n, from d to w.","sun, dew"
"Split beseech into from b to e, from s to h.","be, seech"
"Split preconceived into from p to e, from c to d.","pre, conceived"
"Split enchilada into from e to n, from c to h, from i to l, from a to a.","en, ch, il, ada"
"Split hootch into from h to o, from o to t, from c to h.","ho, ot, ch"
"Split procrastination into from p to a, from s to n.","procra, stination"
"Split average into from a to e, from r to a, from g to e.","ave, ra, ge"
"Split upstate into from u to s, from t to a, from t to e.","ups, ta, te"
"Split homosexual into from h to s, from e to x, from u to l.","homos, ex, ual"
"Split dependant into from d to e, from p to n, from d to t.","de, pen, dant"
"Split top-floor into from t to o, from p to -, from f to o, from o to r.","to, p-, flo, or"
"Split third-highest into from t to h, from i to t.","third-h, ighest"
"Split arthropod into from a to r, from t to d.","ar, thropod"
"Split sultana into from s to u, from l to a.","su, ltana"
"Split conjurer into from c to o, from n to j, from u to r, from e to r.","co, nj, ur, er"
"Split despoiler into from d to e, from s to l, from e to r.","de, spoil, er"
"Split relocated into from r to a, from t to d.","reloca, ted"
"Split open-field into from o to n, from - to f, from i to e, from l to d.","open, -f, ie, ld"
"Split intestinal into from i to n, from t to l.","in, testinal"
"Split anti-scientific into from a to n, from t to i, from - to s, from c to c.","an, ti, -s, cientific"
"Split babbler into from b to a, from b to r.","ba, bbler"
"Split quirky into from q to r, from k to y.","quir, ky"
"Split lemon-lime into from l to l, from i to e.","lemon-l, ime"
"Split best-organized into from b to s, from t to g, from a to n, from i to d.","bes, t-org, an, ized"
"Split presently into from p to r, from e to y.","pr, esently"
"Split skinned into from s to k, from i to n, from e to d.","sk, inn, ed"
"Split classic into from c to l, from a to s, from i to c.","cl, ass, ic"
"Split anomie into from a to n, from o to m, from i to e.","an, om, ie"
"Split pending into from p to d, from i to g.","pend, ing"
"Split hydrological into from h to y, from d to l.","hy, drological"
"Split throw-up into from t to o, from w to p.","thro, w-up"
"Split parochial into from p to r, from o to c, from h to i, from a to l.","par, oc, hi, al"
"Split capsaicin into from c to a, from p to n.","ca, psaicin"
"Split hallelujah into from h to l, from e to l, from u to j, from a to h.","hall, el, uj, ah"
"Split advisedly into from a to d, from v to i, from s to y.","ad, vi, sedly"
"Split fermata into from f to r, from m to a, from t to a.","fer, ma, ta"
"Split red-legged into from r to d, from - to l, from e to g, from e to d.","red, -l, egg, ed"
"Split outfit into from o to t, from f to t.","out, fit"
"Split gastritis into from g to r, from i to t, from i to s.","gastr, it, is"
"Split neuropsychologist into from n to h, from o to o, from g to t.","neuropsych, olo, gist"
"Split consecrate into from c to n, from s to e, from c to a, from t to e.","con, se, cra, te"
"Split phantom into from p to a, from n to t, from o to m.","pha, nt, om"
"Split cryptographic into from c to p, from h to c.","cryptograp, hic"
"Split multidisciplinary into from m to i, from n to a, from r to y.","multidiscipli, na, ry"
"Split distal into from d to i, from s to t, from a to l.","di, st, al"
"Split maraschino into from m to r, from a to o.","mar, aschino"
"Split jarred into from j to a, from r to r, from e to d.","ja, rr, ed"
"Split facial-recognition into from f to c, from i to o, from g to i, from t to n.","fac, ial-reco, gni, tion"
"Split reconstruction into from r to c, from o to n.","rec, onstruction"
"Split marketed into from m to r, from k to d.","mar, keted"
"Split infant-mortality into from i to f, from a to i, from t to y.","inf, ant-mortali, ty"
"Split draft-free into from d to f, from t to f, from r to e.","draf, t-f, ree"
"Split past-tense into from p to s, from t to e.","pas, t-tense"
"Split squealer into from s to q, from u to e, from a to l, from e to r.","sq, ue, al, er"
"Split mischance into from m to s, from c to e.","mis, chance"
"Split rambler into from r to b, from l to r.","ramb, ler"
"Split chemical into from c to h, from e to m, from i to c, from a to l.","ch, em, ic, al"
"Split austere into from a to s, from t to e, from r to e.","aus, te, re"
"Split jeweler into from j to e, from w to r.","je, weler"
"Split extender into from e to d, from e to r.","extend, er"
"Split gawking into from g to i, from n to g.","gawki, ng"
"Split corroborative into from c to o, from r to t, from i to e.","corrobo, rat, ive"
"Split public-sector into from p to u, from b to e, from c to r.","pu, blic-se, ctor"
"Split high-ticket into from h to i, from c to t.","high-ti, cket"
"Split minaret into from m to i, from n to t.","mi, naret"
"Split total-coliform into from t to o, from l to i, from f to m.","total-co, li, form"
"Split reaffirm into from r to e, from a to f, from f to m.","re, af, firm"
"Split attitude-behavior into from a to t, from u to r.","attit, ude-behavior"
"Split otherworldly into from o to r, from w to y.","other, worldly"
"Split seventh-grade into from s to n, from t to g, from r to a, from d to e.","seven, th-g, ra, de"
"Split saltbox into from s to a, from l to t, from b to x.","sa, lt, box"
"Split crossfire into from c to o, from s to e.","cro, ssfire"
"Split concise into from c to n, from c to i, from s to e.","con, ci, se"
"Split trough into from t to r, from o to u, from g to h.","tr, ou, gh"
"Split calling into from c to l, from l to g.","cal, ling"
"Split hot-selling into from h to o, from t to g.","ho, t-selling"
"Split debt-for-nature into from d to n, from a to e.","debt-for-n, ature"
"Split persistently into from p to e, from r to s, from i to s, from t to y.","pe, rs, is, tently"
"Split counterintuitively into from c to t, from u to t, from i to y.","counterint, uit, ively"
"Split sanction into from s to a, from n to n.","sa, nction"
"Split blazing into from b to a, from z to i, from n to g.","bla, zi, ng"
"Split harken into from h to a, from r to k, from e to n.","ha, rk, en"
"Split mid-2006 into from m to i, from d to -, from 2 to 0, from 0 to 6.","mi, d-, 20, 06"
"Split one-shot into from o to e, from - to h, from o to t.","one, -sh, ot"
"Split kurdish into from k to u, from r to d, from i to h.","ku, rd, ish"
"Split bastardy into from b to a, from r to y.","basta, rdy"
"Split sadist into from s to i, from s to t.","sadi, st"
"Split impregnation into from i to g, from n to a, from t to i, from o to n.","impreg, na, ti, on"
"Split six-seat into from s to x, from - to s, from e to t.","six, -s, eat"
"Split toothbrush into from t to o, from t to h, from b to u, from s to h.","too, th, bru, sh"
"Split vicissitude into from v to c, from i to i, from t to u, from d to e.","vic, issi, tu, de"
"Split weather-wise into from w to e, from r to e.","weathe, r-wise"
"Split miller into from m to i, from l to r.","mi, ller"
"Split simplification into from s to i, from m to n.","si, mplification"
"Split education into from e to c, from a to i, from o to n.","educ, ati, on"
"Split unfruitful into from u to f, from r to l.","unf, ruitful"
"Split rappel into from r to a, from p to p, from e to l.","ra, pp, el"
"Split scanty into from s to c, from a to n, from t to y.","sc, an, ty"
"Split kinetic into from k to t, from i to c.","kinet, ic"
"Split no-wake into from n to o, from - to a, from k to e.","no, -wa, ke"
"Split schizoid into from s to c, from h to z, from o to d.","sc, hiz, oid"
"Split conjugal into from c to n, from j to u, from g to l.","con, ju, gal"
"Split subject-object into from s to -, from o to t.","subject-, object"
"Split listlessness into from l to t, from l to e, from s to s.","list, lessne, ss"
"Split asocial into from a to o, from c to l.","aso, cial"
"Split recovery into from r to o, from v to e, from r to y.","reco, ve, ry"
"Split topping into from t to p, from p to i, from n to g.","top, pi, ng"
"Split packrat into from p to c, from k to r, from a to t.","pac, kr, at"
"Split retrench into from r to e, from t to r, from e to h.","re, tr, ench"
"Split feasibly into from f to s, from i to b, from l to y.","feas, ib, ly"
"Split disquieting into from d to q, from u to g.","disq, uieting"
"Split non-science into from n to o, from n to e.","no, n-science"
"Split ensign into from e to n, from s to i, from g to n.","en, si, gn"
"Split possum into from p to s, from u to m.","poss, um"
"Split ordain into from o to a, from i to n.","orda, in"
"Split mannerly into from m to a, from n to y.","ma, nnerly"
"Split foodborne into from f to o, from d to b, from o to r, from n to e.","foo, db, or, ne"
"Split nonmedical into from n to e, from d to c, from a to l.","nonme, dic, al"
"Split fatherhood into from f to o, from o to d.","fatherho, od"
"Split tagine into from t to g, from i to e.","tag, ine"
"Split macroscopic into from m to c, from r to c, from o to p, from i to c.","mac, rosc, op, ic"
"Split thrillingly into from t to i, from n to g, from l to y.","thrilli, ng, ly"
"Split unavailing into from u to i, from n to g.","unavaili, ng"
"Split scandalously into from s to n, from d to s, from l to y.","scan, dalous, ly"
"Split non-discrimination into from n to i, from m to n, from a to i, from o to n.","non-discri, min, ati, on"
"Split democratize into from d to t, from i to e.","democrat, ize"
"Split palladian into from p to l, from l to d, from i to n.","pal, lad, ian"
"Split prototypical into from p to p, from i to c, from a to l.","prototyp, ic, al"
"Split propagate into from p to a, from g to e.","propa, gate"
"Split protector into from p to c, from t to r.","protec, tor"
"Split unsalted into from u to a, from l to t, from e to d.","unsa, lt, ed"
"Split cordon into from c to o, from r to d, from o to n.","co, rd, on"
"Split rectus into from r to e, from c to t, from u to s.","re, ct, us"
"Split tough-guy into from t to g, from h to -, from g to y.","toug, h-, guy"
"Split pre-flight into from p to -, from f to i, from g to t.","pre-, fli, ght"
"Split devouring into from d to u, from r to g.","devou, ring"
"Split hammer into from h to a, from m to r.","ha, mmer"
"Split housefly into from h to u, from s to y.","hou, sefly"
"Split machismo into from m to i, from s to o.","machi, smo"
"Split dinner-dance into from d to r, from - to e.","dinner, -dance"
"Split odor-free into from o to r, from - to r, from e to e.","odor, -fr, ee"
"Split banner into from b to n, from n to r.","ban, ner"
"Split offscreen into from o to c, from r to n.","offsc, reen"
"Split inextinguishable into from i to i, from n to e.","inexti, nguishable"
"Split telephone into from t to l, from e to o, from n to e.","tel, epho, ne"
"Split deliberation into from d to i, from b to a, from t to n.","deli, bera, tion"
"Split four-wheeled into from f to -, from w to e, from l to d.","four-, whee, led"
"Split proposed into from p to o, from p to o, from s to d.","pro, po, sed"
"Split shamefaced into from s to f, from a to c, from e to d.","shamef, ac, ed"
"Split walkable into from w to k, from a to e.","walk, able"
"Split pretrial into from p to e, from t to r, from i to l.","pre, tr, ial"
"Split beneficial into from b to e, from n to i, from c to l.","be, nefi, cial"
"Split lower-middle into from l to o, from w to e.","lo, wer-middle"
"Split nonviolently into from n to v, from i to o, from l to n, from t to y.","nonv, io, len, tly"
"Split shortfall into from s to h, from o to l.","sh, ortfall"
"Split gambler into from g to m, from b to l, from e to r.","gam, bl, er"
"Split rightmost into from r to i, from g to h, from t to o, from s to t.","ri, gh, tmo, st"
"Split lower-fat into from l to o, from w to r, from - to f, from a to t.","lo, wer, -f, at"
"Split gurgle into from g to u, from r to g, from l to e.","gu, rg, le"
"Split relation into from r to l, from a to n.","rel, ation"
"Split overtone into from o to e, from r to t, from o to e.","ove, rt, one"
"Split rowdiness into from r to w, from d to i, from n to e, from s to s.","row, di, ne, ss"
"Split recertification into from r to r, from t to i, from c to a, from t to n.","recer, tifi, ca, tion"
"Split e-learning into from e to e, from a to i, from n to g.","e-le, arni, ng"
"Split flimsy into from f to l, from i to m, from s to y.","fl, im, sy"
"Split image-maker into from i to m, from a to a, from k to r.","im, age-ma, ker"
"Split anti-gambling into from a to a, from m to g.","anti-ga, mbling"
"Split distend into from d to t, from e to d.","dist, end"
"Split vibrio into from v to i, from b to r, from i to o.","vi, br, io"
"Split instamatic into from i to t, from a to c.","inst, amatic"
"Split shortness into from s to h, from o to r, from t to e, from s to s.","sh, or, tne, ss"
"Split gunpowder into from g to o, from w to d, from e to r.","gunpo, wd, er"
"Split newly-minted into from n to m, from i to d.","newly-m, inted"
"Split mid-1970 into from m to 9, from 7 to 0.","mid-19, 70"
"Split severed into from s to e, from r to d.","seve, red"
"Split cabinet into from c to b, from i to n, from e to t.","cab, in, et"
"Split anything-goes into from a to n, from y to i, from n to g, from o to s.","an, ythi, ng-g, oes"
"Split straightway into from s to i, from g to y.","strai, ghtway"
"Split get-go into from g to t, from - to o.","get, -go"
"Split gravelly into from g to a, from v to l, from l to y.","gra, vel, ly"
"Split undeserved into from u to e, from r to d.","undese, rved"
"Split disaster-relief into from d to i, from s to -, from r to i, from e to f.","di, saster-, reli, ef"
"Split small-company into from s to a, from l to m, from p to a, from n to y.","sma, ll-com, pa, ny"
"Split theistic into from t to h, from e to i, from s to t, from i to c.","th, ei, st, ic"
"Split habituate into from h to i, from t to e.","habi, tuate"
"Split red-orange into from r to -, from o to r, from a to n, from g to e.","red-, or, an, ge"
"Split rebuke into from r to b, from u to e.","reb, uke"
"Split accused into from a to c, from c to d.","ac, cused"
"Split doughnut into from d to o, from u to t.","do, ughnut"
"Split indecision into from i to d, from e to c, from i to s, from i to n.","ind, ec, is, ion"
"Split hydrofoil into from h to o, from f to o, from i to l.","hydro, fo, il"
"Split repulsive into from r to e, from p to s, from i to e.","re, puls, ive"
"Split fee-for-service into from f to -, from f to -, from s to e, from r to e.","fee-, for-, se, rvice"
"Split high-percentage into from h to n, from t to a, from g to e.","high-percen, ta, ge"
"Split tawdry into from t to a, from w to d, from r to y.","ta, wd, ry"
"Split next-highest into from n to h, from i to g, from h to e, from s to t.","next-h, ig, he, st"
"Split rabbit into from r to a, from b to b, from i to t.","ra, bb, it"
"Split ivory-colored into from i to r, from y to o, from l to r, from e to d.","ivor, y-co, lor, ed"
"Split driftwood into from d to i, from f to t, from w to o, from o to d.","dri, ft, wo, od"
"Split forward into from f to a, from r to d.","forwa, rd"
"Split in-dash into from i to d, from a to h.","in-d, ash"
"Split pockmark into from p to o, from c to k, from m to k.","po, ck, mark"
"Split crumple into from c to r, from u to p, from l to e.","cr, ump, le"
"Split curtain into from c to r, from t to n.","cur, tain"
"Split algorithm into from a to g, from o to t, from h to m.","alg, orit, hm"
"Split strive into from s to t, from r to e.","st, rive"
"Split radioactive into from r to d, from i to o, from a to i, from v to e.","rad, io, acti, ve"
"Split mask-like into from m to s, from k to -, from l to i, from k to e.","mas, k-, li, ke"
"Split low-skilled into from l to -, from s to i, from l to l, from e to d.","low-, ski, ll, ed"
"Split speckle into from s to e, from c to k, from l to e.","spe, ck, le"
"Split acidic into from a to d, from i to c.","acid, ic"
"Split confused into from c to u, from s to d.","confu, sed"
"Split mutagenesis into from m to n, from e to s.","mutagen, esis"
"Split preposition into from p to r, from e to p, from o to i, from t to n.","pr, ep, osi, tion"
"Split loathing into from l to o, from a to t, from h to i, from n to g.","lo, at, hi, ng"
"Split fleet-footed into from f to t, from - to t, from e to d.","fleet, -foot, ed"
"Split life-saving into from l to i, from f to g.","li, fe-saving"
"Split sledding into from s to l, from e to d, from d to g.","sl, ed, ding"
"Split puffery into from p to f, from f to y.","puf, fery"
"Split graphic into from g to a, from p to c.","gra, phic"
"Split motorcade into from m to t, from o to r, from c to e.","mot, or, cade"
"Split post-structuralist into from p to t, from u to r, from a to l, from i to t.","post-struct, ur, al, ist"
"Split pointing into from p to o, from i to n, from t to i, from n to g.","po, in, ti, ng"
"Split sociometric into from s to m, from e to t, from r to c.","sociom, et, ric"
"Split airless into from a to e, from s to s.","airle, ss"
"Split mortarboard into from m to r, from t to o, from a to d.","mor, tarbo, ard"
"Split female-headed into from f to -, from h to e, from a to d, from e to d.","female-, he, ad, ed"
"Split feasibility into from f to a, from s to y.","fea, sibility"
"Split quaver into from q to v, from e to r.","quav, er"
"Split innovativeness into from i to n, from n to o, from v to i, from v to s.","in, no, vati, veness"
"Split potassium into from p to s, from s to i, from u to m.","potas, si, um"
"Split pinnace into from p to n, from n to a, from c to e.","pin, na, ce"
"Split persuade into from p to r, from s to e.","per, suade"
"Split benign into from b to e, from n to i, from g to n.","be, ni, gn"
"Split collaged into from c to l, from l to a, from g to d.","col, la, ged"
"Split illogical into from i to o, from g to i, from c to l.","illo, gi, cal"
"Split leghorn into from l to e, from g to o, from r to n.","le, gho, rn"
"Split flashbulb into from f to l, from a to h, from b to u, from l to b.","fl, ash, bu, lb"
"Split blubbery into from b to l, from u to y.","bl, ubbery"
"Split plastic-surgery into from p to r, from g to e, from r to y.","plastic-sur, ge, ry"
"Split saguaro into from s to g, from u to o.","sag, uaro"
"Split polycarbonate into from p to o, from n to a, from t to e.","polycarbo, na, te"
"Split meta-analysis into from m to l, from y to s, from i to s.","meta-anal, ys, is"
"Split refurbishing into from r to b, from i to s, from h to g.","refurb, is, hing"
