들를 거예요,"to stop by, drop by",Daily activities
들어가요,"to enter, go in",Movement
들어가다,"to enter, go in",Actions/Verbs
들었어요,"to hear, listen",Verbs of Senses.
들어갔어요,"to enter, go in",Actions/Verbs
들어갈 거예요,"to enter, go in",Places/locations
들여다보다,good-for-nothing,Actions
들으려 하지 않는,deaf,Physical characteristics
들통이 나다,"to be detected, revealed, found out",Secrets
들어요,"to hear, listen",Senses
들을 거예요,"to hear, listen",Sounds and Listening
듬직하다,married man,Family Members
등급,"class, grade, ranking, rating",Education
듯하다,to be quiet,Personality traits
들키다,"to get caught, be discovered",Getting caught or caught in the act
등록하다,"to register, enroll, sign up, put on record",Administrative tasks
등산,"hiking, mountain climbing",Outdoor Activities
등산화,hiking boots,Outdoor Gear
등교하다,to go to school,Daily activities
등장하다,"to appear, make an appearance",Appearances
등불,"lamp, lamplight, light",Light sources.
디자이너,designer,Occupations
디자인,design,Art and Creativity.
디프테리아,diphtheria,Medical terms
따뜻한,warm,Weather & Seasons
따라서,therefore,Transition Words
디오니소스,Dionysus,Greek Gods
따뜻하다,be warm,Weather and Seasons.
따뜻하게 하다,warm,Adjectives
딜어섰어요,"to be easy, simple",Level of difficulty
따끈따끈하다,"to faint, pass out",Health and Wellness
따라하다,penguin,Winter animals
따로,Korean double-headed drum,Musical Instruments
따로따로,"separately, individually",Actions or behaviors
따르다,syllable,Language and Linguistics
따스하다,"to illuminate, highlight",Weather and temperature
딱,"intentionally, on purpose, deliberately",Actions and Intentions
딱딱하다,be hard,Texture
딱정벌레,beetle,Insects
딴,already,Time expressions
딱밤,finger flick,Games and activities
딸기,strawberry,Fruits
따라가다,the front side,Direction or Movement
땀,alone,Emotions
땅,land / ground,Geography
딸꾹질하다,to have hiccups,Healthcare or Medical Conditions
때때로,sometimes,Frequency of occurrence
땅콩,peanut,Food or Snack
때,gust of wind,Weather
때렸어요,to hit,Actions / Verbs
딸,daughter,Family members.
때려요,to hit,Actions.
때릴 거예요,to hit,Actions
때문에,because of,Conjunctions
때리다,to hit,Actions
떠맡다,"to take on, assume, undertake",Responsibilities & Duties
떠나다,"dough, batter",Baking ingredients
따라요,syllable,Language & Linguistics
떠맡았어요,"to take on, assume, undertake",Responsibilities
떠오르다,come up,Motion verbs
떠맡아요,"to take on, assume, undertake",Responsibilities or duties
떠올라요,"to laugh, smile",Emotions or Feelings
떠올랐어요,"to laugh, smile",Emotions
떠맡을 거예요,"to take on, assume, undertake",Responsibilities
떡국,rice-cake soup,Korean Foods
떡,chewing gum,Korean Food.
떠오를 거예요,"to laugh, smile",Emotions or feelings
떡볶이,cylinder-shaped rice cake with vegetables,Korean Street Food
떨리다,"to be trembling, be shaken, shiver",Emotions or feelings
떨릴 거예요,"to be trembling, be shaken, shiver",Emotions or feelings
떨려요,"to be trembling, be shaken, shiver",Emotions or Physical Reactions
떨렸어요,"to be trembling, be shaken, shiver",Emotions and Feelings.
떫다,"to be bitter, sour, displeasing",Taste preferences
떨어뜨리다,late-night snack,Food
떼다,detach,Actions - Verbs.
또,"the newest, the latest",Time expressions
떨어지다,fall,Weather
또라이,weirdo,Personality Traits
똑같아요,"to be exactly the same, identical",Comparisons
또는,or,Conjunctions
똑같다,"to be exactly the same, identical",Comparisons
똑같을 거예요,"to be exactly the same, identical",Comparisons
똑같았어요,"to be exactly the same, identical",Comparisons
똑같이,intuition,Mind reading / Telepathy
똑바로,straight,Adverbs
똑똑하다,"to be smart, bright, intelligent",Intelligence
뚜렷한,distinct,Adjectives describing characteristics
뚱뚱한,fat,Body types
뚜렷하다,"to be distinctive, clear, obvious, apparent, standing out",Adjectives describing qualities.
뚜껑,lid,Kitchen items
뛰다,"to send, transmit",Communication
뗏목,raft,Water Transportation
뛰어나다,excellent,Positive qualities
뜨개질,knitting,Hobbies and Crafts
뜰,"yard, garden",Places or Locations
뜻밖의 일,surprise,Emotions or Feelings
똑같은,equal,Comparisons
띄웠어요,to disappoint,Emotions
뜨거운,hot,Temperature
뜻하다,"to consider, take into account",Decision-making
띄워요,to disappoint,Emotions
뜨겁다,"to be cruel, heartless, ruthless, merciless",Adjectives describing characteristics or traits.
띄우다,to disappoint,Emotions or feelings
띠,belt,Clothing accessories
라고스,Lagos,Capital Cities
띄울 거예요,to disappoint,Emotions/Feelings
라디오,radio,Electronic Devices
라면,ramen,Food or Cuisines.
라마단,Ramadan,Religion
라스베이거스,Las Vegas,Cities
라벤더,lavender,Plants/Flowers
라우터,router,Technology
라이브러리,library,Education
라일락,lilac,Flowers
라이프치히,Leipzig,German Cities
랑그도크루시용,Languedoc-Roussillon,French Regions
랍비,rabbi,Religion
래커,lacquer,Art supplies
래즈베리,raspberry,Fruits
라틴어,Latin,Languages
램프,lamp,Furniture and Home Decor
랭킹,ranking,Competition
라틴아메리카,Latin America,Continents
런던,London,Capital Cities
러시아,Russia,Countries
럼 술,rum,Alcoholic beverages
레슨,"lesson, private lesson",Education
레몬,lemon,Fruits
레이더,radar,Technology
렙톤,lepton,Particle Physics
로마 신화,Roman mythology,Mythology
로도스의 거상,Colossus of Rhodes,Seven Wonders of the Ancient World
로마 제국,Roman Empire,History
로봇,robot,Technology
로맨스,"romance, love story",Emotions & Relationships
로제타석,Rosetta Stone,Language Learning Tools
로션,lotion,Self-care products
루터교,Lutheranism,Religions
로키,Loki,Norse Mythology
로테르담,Rotterdam,World Cities
롤러,roller,Stationery or Office Supplies
루트,root,Plants/fruits
류블랴나,Ljubljana,Capital Cities
루비,ruby,Gemstones
룸메이트,roommate,Living situation.
류트,lute,Musical Instruments
리눅스,Linux,Operating Systems
로프,rope,Items found in a shipyard
리모콘,remote control,Electronics
리보솜,ribosome,Biology or Science
리구리아 주,Liguria,Italian Regions
리버풀,Liverpool,Football Clubs
리본,ribbon,Gift wrapping materials
로코코,rococo,Art movements
리필하다,to refill,Routine Tasks / Everyday Activities
마그마,magma,Volcanoes
릴,Lille,Cities
마다,"every, each, at an interval of",Frequency
마늘,garlic,Cooking ingredients
마다가스카르,Madagascar,Countries
마귀할멈,witch,Halloween costumes
마당,"yard, garden",Home and nature.
마라톤,marathon,Sports
마련하다,to be boring,Emotions or Feelings
마르다,to be narrow,Adjectives describing physical attributes
마르티니크,Martinique,Travel destinations
마른,dry,Weather
마를 거예요,to be narrow,Adjectives describing physical characteristics
마셨어요,to drink,Actions/Verbs
마르크스주의,Marxism,Political Ideologies
마사지,massage,Spa Treatments
마룻바닥,underground train,Transportation
마셔요,to drink,Daily Activities
마술사,magician,Occupations
마술,magic,Entertainment
마실 거예요,to drink,Beverages
마시다,to drink,Beverages
마약,"drugs, narcotics",Illegal substances
마우스,mouse,Technology
마을,"town, village",Places
마음,"mind, heart, nature, personality",Emotions and Feelings
마음속,"one's mind, one's heart, inside one's heart, innermost thoughts",Emotions
마음에 드는,agreeable,Adjectives describing feelings or emotions
마치다,"counter, checkout",Supermarket departments
마주서다,to stand face to face,Encounters or Meetings
마지막,"the last, final one",Endings
마천루,skyscraper,Buildings
마지못하다,wedding invitation,Celebration
마찬가지,liquid,Similarity-based words
마치,"as though, as if, just like",Comparisons
마침,"coincidently, just, just in time, opportunely",Timing
마추 픽추,Machu Picchu,"Famous landmarks, UNESCO World Heritage Sites"
마음에 들다,like,Emotions or Feelings
마침내,"diagram, chart, graph",Mathematics
마케팅,marketing,Business and Industry
마하 수,Mach number,Physics
마터호른 산,Matterhorn,Famous Mountains.
마흔,forty,Numbers
마음껏,as much as one likes,Freedom to Express Oneself
막,"stubbornness, insistence, adhere to, cling to",Personality Traits
막대,rod,Shapes and Objects
막내,grandmother,Family relations
막히다,"to be blocked, be stopped, clogged, closed",Obstacles
막걸리,raw rice wine,Traditional Korean Beverages
막혔어요,"to be blocked, be stopped, clogged, closed",Obstacles or Blockages
막혀요,"to be blocked, be stopped, clogged, closed",Obstacles or hindrances
만나다,to meet,Socializing
막힐 거예요,"to be blocked, be stopped, clogged, closed",Obstacles or Blockages
만나요,to meet,Social Interactions.
만남,clothes iron,Household items
만두,dumpling,Food
만년필,fountain pen,Stationery
만났어요,to meet,Social interactions
만들다,"shovel, spade",Gardening tools.
만들 거예요,"shovel, spade",Gardening tools
만날 거예요,to meet,Social Interactions
만들어요,"shovel, spade",Gardening Tools
만약,"if, in case of",Conditional statements
만들었어요,"shovel, spade",Gardening tools
만원,"goodwill, kindness, favor",Money and Currency
만점,perfect score,Grades or achievements
만,gulf,Oceans and Seas
만져요,"to touch, feel",Sense of touch
만졌어요,"to touch, feel",Senses and Sensations
만족도,level of satisfaction,Emotions and feelings
만지다,"to touch, feel",Sense of Touch
만족하다,"to be satisfied, pleased, content",Emotions and feelings
많다,continent,Asia
만석,"full, fully occupied",Occupancy
만질 거예요,"to touch, feel",Senses
말고,not,Opposites
만하임,Mannheim,Cities
말끔,resident registration card,Government Documents
만화,comic book,Entertainment
말라리아,malaria,Diseases
말대꾸하다,"futility, vain, emptiness",Emotions/Reactions
말라요,to be narrow,Adjectives describing size.
말벌,wasp,Insects
말레이시아,Malaysia,Countries
말씀하시다,speak (honorific),Korean honorifics
말투,"one's way of talking, style of speech, accent",Communication
말짱하다,"to be perfectly okay, faultless, clean",Perfection or Cleanliness
말하다,to speak,Communication.
맑아요,"to be clear, clean, pure, fine",Weather
많은,much,Quantity
맑았어요,"to be clear, clean, pure, fine",Weather or Nature
맑다,"to be clear, clean, pure, fine",Weather
맑을 거예요,"to be clear, clean, pure, fine",Weather/Forecast
맑은,clear,Weather
맛,taste,Food and Drinks
맛없어요,to taste bad,Food and flavors
맛없다,to taste bad,Negative adjectives
맛보다,"to taste, try, experience",Activities or verbs
맛있어요,to be delicious,Food and Drink
맛있을 거예요,to be delicious,Food and Cuisine
맛있다,to be delicious,Food and Drinks
맛있었어요,to be delicious,Food and Beverages
망고,mango,Fruits
망막,retina,Anatomy
맛집,restaurant famous for delicious food,Food and Dining
망상,delusion,Psychology disorders
망설였어요,"to hesitate, be hesitant",Emotions or mental states
망명자,refugee,Human rights
망설이에요,"to hesitate, be hesitant",Personality traits
망원경,telescope,Astronomy
망설일 거예요,"to hesitate, be hesitant",Personality Traits
말랐어요,to be narrow,Adjectives
망치,hammer,Tools
망치다,"to spoil, ruin, screw up",Mistakes or Failures
맞다,"to be correct, beaten, hit",Accuracy or Correctness
맞선,rock-paper-scissors,Games
망하다,"entrance to a village, Eastern Europe",Locations
맞았어요,"to be correct, beaten, hit",Achievement or Success
맞이하다,"to receive, greet, accept, welcome",Hospitality
망원경자리,Telescopium,Constellations
맞은편,"opposite side, other side",Directions
맞아요,"to be correct, beaten, hit",Verbs.
맞을 거예요,"to be correct, beaten, hit",Success or Accuracy
맡길 거예요,"to leave something with someone, entrust, deposit, assign, delegate",Responsibilities
망설이다,"to hesitate, be hesitant",Indecision
맡겨요,"to leave something with someone, entrust, deposit, assign, delegate",Trust and Responsibility
맡겼어요,"to leave something with someone, entrust, deposit, assign, delegate",Responsibilities
맡기다,"to leave something with someone, entrust, deposit, assign, delegate",Actions or Verbs
맡다,to go wrong,Mistakes or Errors
맡아요,to go wrong,Mistakes or Errors
맡았어요,to go wrong,Mistakes/errors
맡을 거예요,to go wrong,Mistakes/Errors
매,falcon,Birds of Prey
매끄러운,smooth,Textures
매너,manners,Etiquette
매다,safety belt,Transportation
매년,"every year, annually",Time expressions
매니토바 주,Manitoba,Canadian Provinces
매달,"every month, monthly",Time expressions
매력,"charm, attractiveness, sex appeal",Personality Traits
매머드,mammoth,Prehistoric Animals
매달다,"one's own business, self-employment",Occupations
매운,spicy,Food & Taste
매번,"every time, very often, always",Frequency of Events
매운탕,spicy fish stew,Korean Food
매듭,knot,Tying and Binds
매일,silk,Fabrics
매워요,it's spicy,Taste/Flavors
매체,media,Communication
매표소,ticket booth,Places at a Train Station
매점,"snack stand, booth, cafeteria",Food and Beverage
매진,"airplane, plane",Transportation
매출,sales,Business and Finance
매우,"TV actor, TV star",Celebrities
매형,one's elder sister's husband,Family relations
맥스웰 방정식,Maxwell's equations,Physics concepts
맥주,beer,Beverages
맨날,"health club, gym, fitness center",Exercise and Fitness
맥아,malt,Beverages
맨해튼,Manhattan,Cities
맨손,barber shop,Places where you use your hands.
맹세하다,"to swear, pledge, vow",Promises and oaths
머리,"hair, head",ERROR: 'NoneType' object has no attribute 'strip'
머릿속,"inside one's head, mind",Body Parts
머리카락,hair,Beauty and Personal Care
머무르다,stay,Travel accommodations
머리털자리,Coma Berenices,Constellations
머리핀,"hair pin, hair clip, bobby pin",Hair accessories.
머무를 거예요,will stay,Travel accommodations
머물렀어요,stayed (past),Activities
맴돌다,anchovy,Seafood
머물러요,stay (present),Activities or Verbs
머뭇거리다,"to hesitate, hold back, waver",Indecision
먹다,"to eat, drink",Food and beverages
먹었어요,"to eat, drink",Food and beverages
먹방,eating show,Food-related terms
먹어요,"to eat, drink",Food and Drink
먹을 거예요,"to eat, drink",Food and beverages
먼,far,Distance or Location
먼지,dust,Household items
먼거리 통신,telecommunication,Technology
멀 거예요,"to be far, distant",Distance or Travel
멀다,"to be far, distant",Distance
멀리,"far, far away",Distance
멀미,"nausea, motion sickness",Health and Wellness
멀어졌어요,"to grow apart, drift apart, recede, become alienated",Relationships
멀어요,"to be far, distant",distance
멀었어요,"to be far, distant",Travel
멀어져요,"to grow apart, drift apart, recede, become alienated",Relationships
멀어지다,"to grow apart, drift apart, recede, become alienated",Relationships
멀쩡하다,"to be perfectly okay, intact, unscathed",Health and wellness
멍청하다,"to be stupid, dumb",Personality Traits
멋대로,ballad,Korean music genres
멍청이,"stupid person,idiot, fool, moron",Insults or Name-calling
메뉴,menu,Restaurant items
메뚜기,grasshopper,Insects.
메기,catfish,Freshwater Fish
메시지,message,Communication
메모,"memo, note, message",Office Supplies.
메소포타미아,Mesopotamia,Ancient Civilizations
메달,medal,Achievements
메카,Mecca,Locations
메테인,methane,Chemical compounds
메모지,notepad,Stationery
멜라네시아,Melanesia,Regions around the world
면,six days,Time units
멜론,melon,Fruits.
면세점,duty-free shop,Shopping
며느리,daughter-in-law,Family relations
면도하다,to shave,Personal grooming
면역학,immunology,Science & Medicine
멕시코,Mexico,Countries
면허증,"license, permission",Driving
머큐리,Mercury,Planets
면접,"cooking, dish",Food or Cuisine
명곡,"classic, musical masterpiece",Music
면전,"in one's presence, to one's face",Interactions
명당,"ideal spot, perfect place",Ideal Locations
멸치,anchovy,Seafood
명단,"list of names, registry, directory","Words related to ""Organization"""
명령,"order, command, instructions",Authority
명랑하다,"real time, live",Technology and Internet
명동,Singapore,Asian Capitals
명사,noun,Grammar terms
명심하다,"to keep in mind, remember, bear in mind",Memory
명함,business card,Office supplies
메다,"rational, reasonable, logical",Critical Thinking
명절,"across, opposite side",Holidays
명상,"meditation, contemplation",Mindfulness
명왕성,Pluto,Outer space.
명성,reputation,Positive Traits or Characteristics
몇몇,"some, several, a few",Quantities
몇 월,which month,Calendar months
모난,square,Shapes
몇 시예요,What time is it?,Time-related phrases
모델,"being logical, reasoning",Professions
모뎀,modem,Technology
모기,mosquito,Insects
모라바,Moravia,Countries
모두,"sometimes, occasionally",Frequency or Occurrence
모든,every,Common Korean Words
모래,sand,Beach
모를 거예요,to not know,Emotions/Feelings
모레,the day after tomorrow,Time expressions
모르다,to not know,Ignorance
모습,"dentist, dental surgery, dentistry, dentist's office",Healthcare professions
모욕하다,"to insult, put a person down",Negative Actions
모사드,Mossad,Spy Agencies
모음,vowel,Linguistics
명인,ace,Talents or Skills
모양,"agreement, agreeing",Adjectives.
모친,girlfriend,Relationships
모임,"sofa, couch",Furniture
모험,"adventure, risk",Exploration
모자이크,mosaic,Art and Design
목격자,eyewitness,Legal terms
목록,"list, catalogue",Stationery items
목격하다,"to witness, observe, see through",Actions
목도리,scarf,Clothing accessories
목사님,"pastor, minister",Occupations
목소리,"vision, future, prospect",Sound Effects
목수,carpenter,Occupations
목숨,life,Existence
목성,Jupiter,Planets
목요일,Thursday,Days of the week
목장,"farm, ranch",Animals
목재,wood,Materials
목적,"purpose, aim, goal, objective",Goal or Purpose
목욕,bath,Daily routines
목욕탕,bathhouse,Places or establishments
목걸이,"necklace, choker",Accessories
목,"member, membership",Club_membership
목표,"target, goal, aim, purpose, objective",Achievement and Goal-setting
목적지,one's destination,Travel destinations
몰라요,to not know,Uncertainty
몫,"caution, beware of, careful",Safety and Precaution
몰래,"secretly, in secret, stealthily",Stealthiness
몬트세랫,Montserrat,Countries
몰랐어요,to not know,Ignorance
몸매,"one's figure, body shape",Health and Beauty
몹시,to kidnap,Crime
못,nail,Construction materials
몸,"finance, banking",Money & Currency
몽골,Mongolia,Countries
묘,"grave, tomb",Halloween
묘미,"charm, beauty","Adjectives describing qualities - ""Charming"""
묘사,"description, portrayal, depiction",Adjectives
묘하다,"to be strange, weird, odd",Adjectives describing emotions or feelings.
무거울 거예요,to be heavy,Physical Properties
무거운,heavy,Opposites
무거웠어요,to be heavy,Adjectives with Opposite Meanings
무게,Japanese restaurant,Food and Drink
무겁다,to be heavy,Physical characteristics
무기,"arms, weapon",Weapons
무너지다,"to collapse, cave in, crumble, fall apart",Disasters or Natural Hazards
무너져요,"to collapse, cave in, crumble, fall apart",Disasters and emergencies.
무너질 거예요,"to collapse, cave in, crumble, fall apart",Disaster or destruction.
무기화학,inorganic chemistry,Academic Subjects
무거워요,to be heavy,Adjectives.
무능,"incompetence, incapable, ineffective",Negative Traits
무너졌어요,"to collapse, cave in, crumble, fall apart",Disasters or Accidents
무,radish,Vegetables
무대,"stage, arena, set",Entertainment
무관심하다,"to be indifferent, unconcerned, uninterested, apathetic",Attitudes and Emotions.
무능력하다,"to be incompetent, incapable",Adjectives describing traits or characteristics.
무늬,"design, pattern, figure",Art and Design
무렵,Mt. Halla,Korean Geography
무덥다,be hot and humid,Weather and Climate
무례하다,"to be rude, disrespectful, impolite",Behavior or Manners
무릎,"Korean dry sauna, spa",Health and wellness
무리,herd,Animals
무료,salad,Food Items
무덤,"grave, tomb",Halloween
무서울 거예요,"to be scary, scared",Emotions or feelings
무색의,neutral,Colors
무사히,"lamp, lamplight, light",Light sources
무선,"wireless, radio",Technology
무서웠어요,"to be scary, scared",Emotions
무섭다,"to be scary, scared",Emotions/Feelings
무슨,"what, what kind of, what sort of",Question Words
무시하다,"to keep up, maintain",Household chores.
무서워요,"to be scary, scared",Emotions & Feelings
무서워하다,"to vote, cast a ballot",Politics
무역항,trade port,Transportation
무용,democracy,Government branches
무엇,"what, which, something",Interrogative pronouns
무역,"trade, commerce",Business and Economics
무언가,something,Indefinite pronouns
무술,martial arts,Sports & Fitness.
무전기,"walkie-talkie, radio",Communication devices
무용수,dancer,Occupations
무지개,rainbow,Weather or Nature
무조건,unconditional,Adjectives
무죄,innocence,Legal terms
무화과,fig,Fruits
무척 좋아하다,adore,Positive Emotions
문,door,Household items
문맹,illiteracy,Education
문구,chair,Furniture
묶다,"negative, being contradictory",Opposites
문맥,context,Language and Literature
문명,civilization,History
문법,grammar,Language and Education
문병가요,to visit a sick person,Health and Wellness.
문병갈 거예요,to visit a sick person,Health and Wellness
문병갔어요,to visit a sick person,Healthcare and Wellness
문자,"house owner, landlord, landlady",Occupations
문병가다,to visit a sick person,Healthcare or Visiting the Sick
문신,tattoo,Body Art
문의,inquiry,Everyday Phrases
문서,singer,Occupations
문장학,heraldry,Medieval Studies
문패,doorplate,Household items
문제집,workbook,Education
문제점,issue,Problems/Challenges
문제,"problem, question","Words related to ""School Subjects"""
묻다,ask,Communication
문화재,"cultural assets, cultural properties",Heritage sites
문화,culture,Society and Humanities
문학,literature,Academic disciplines
물가,Folk village,Traditional Korean Places
물,water,Nature
물감,"paint, dye, color",Art supplies.
문장,"conglomerate, extremely wealthy group",Business and Industry
물고기,fish,Sea Creatures
물결,pearl,Jewelry.
물기,"moisture, dampness, wetness",Weather or Water Properties
물건,object,Common Nouns
물러서다,"speech, address",Public Speaking
물러나다,step back,Movement verbs
물끄러미,with a blank look,Emotions or facial expressions
물냉면,cold noodles served in water,Korean Food
물러설 거예요,"speech, address",Public Speaking
물리적인,physical,Science
물러섰어요,"speech, address",Public Speaking
물리화학,physical chemistry,Academic subjects.
물려오다,"to come in flocks, swarm in",Animal Behavior
물리학자,physicist,Occupations
물러서요,"speech, address",Public Speaking
물뱀자리,Hydrus,Constellations
물리학,physics,Science
물병,"water bottle, pitcher",Household items
물속,"inside water, underwater",Aquatic environments
물약,"liquid medicine, potion, serum",Pharmacy or Medicine
물어보다,"to insult, put a person down",Negative actions or behaviors
물어봐요,"to insult, put a person down",Negative Actions
물비누,liquid soap,Bathroom products
물어볼 거예요,"to insult, put a person down",Negative behaviors
물어요,ask (present),Verbs
물어봤어요,"to insult, put a person down",Negative actions or behaviors
물었어요,asked (past),Verbs.
물음,"moisture, humidity",Weather
물질,matter,Science
물을 거예요,will ask,Future Tense Verbs
물질의,material,Education or Science.
물집,blister,Medical conditions
뭔가,something,Generic Words
물체,thing,Common Nouns
뮤지컬,musical,Entertainment
미국,the United States,Countries
뭐,What,Interrogative Pronouns
미국의 국가,The Star-Spangled Banner,Countries
미국 달러,United States dollar,Currency
미끄러울 거예요,"to be slippery, greasy, slick",Weather and Seasons
미끄러워요,"to be slippery, greasy, slick",Adjectives describing textures
미끄럽다,"to be slippery, greasy, slick",Textures or Surface Conditions
미끄러웠어요,"to be slippery, greasy, slick",Adjectives describing textures.
미남,good-looking man,Appearance / Beauty
미끄럼,"slide, sliding, slipping",Movement
미래의,future,Time Household
미끈미끈하다,"to be all slippery, very smooth",Textures and Surfaces
미라,mummy,Halloween costumes
미련하다,"donation, contribution",Generosity
미룰 거예요,"to look good, be handsome",Physical appearance
미뤄요,"to look good, be handsome",Physical Appearance
미뤘어요,"to look good, be handsome",Physical Appearance
미모,"good looks, beautiful face, pretty features",Physical Appearance
미분 방정식,differential equation,Mathematics
미생물학,microbiology,Science
미리,"against one's will, by force, reluctantly",Opposition or Resistance
미루다,"classic, musical masterpiece",Music
미래,Incheon,Cities in South Korea
미소짓다,smile,Emotions.
미소,smile,Emotions
미술,fine art,Art & Culture
미숙하다,to get married,Life events
미시경제학,microeconomics,Academic Subjects
미안하다,"to imagine, picture",Emotions or Apologies.
미아,"missing child, lost child",Missing Persons
미신,superstition,Beliefs
미역국,seaweed soup,Korean Foods
미용,beauty treatment,Beauty and cosmetics
미용실,"beauty parlor, hairdresser's",Personal Care
미울 거에요,will hate,Emotions
미워하다,"to hate, loathe, dislike",Emotions
미워요,hate (present),Emotions
미혼,"single, unmarried",Marital status
미웠어요,hated (past),Emotions
민족,"people, ethnic group, race",Ethnicity
민속,folklore,Culture
민속촌,Folk village,Tourist Attractions
믿어요,"to believe, trust",Emotions and Feelings
민주주의,democracy,Politics
믿다,"to believe, trust",Faith and beliefs
미화하다,"to glorify, glamorize, romanticize",Positive Adjectives
믿을 거예요,"to believe, trust",Emotions and Feelings
미만,dancer,Occupations
믿었어요,"to believe, trust",Emotions and Feelings
밀,wheat,Grains.
밀랍,wax,Materials or Substances
밀리다,"contest, confrontation, fight",Conflict or Competition
밉다,hateful,Negative emotions
밀어내다,"to push out, force out",Physical Actions
및,"and, as well as, besides",Conjunctions
밑줄,underline,Typography
밎근하다,"strategy, tactic",Warfare
바꾸다,"peeping, snooping, peek",Actions
바구니,wicker basket,Household items
바나나,banana,Fruits
바다,"sea, ocean",Nature
바늘,needle,Sewing Notions
바깥,outside,Location
바닷가,"beach, seaside",Travel destinations
바다거북,tortoise,Animals
바다표범,seal,Marine Animals
바닥,terminal,Transportation
바닷가재,lobster,Seafood
바닷물,"seawater, salt water",Oceans and Seas
바라보다,look at,Actions
바람,"burden, load, obligation",Responsibilities
바람둥이,"womanizer, playboy",Romantic Relationships
바라다,"vacation home, cottage, house built for occasional visits not permanent residence",Accommodation
밀가루,flour,Baking ingredients
바래다,eagle,Birds
바래다주다,"to see somebody off, take someone home",Transportation
바로,right,Direction or location
바마코,Bamako,Capital Cities
바르셀로나,Barcelona,Cities
바렌츠 해,Barents Sea,Seas and Oceans.
바베이도스,Barbados,Countries
바보,brother and sister,Family relations
바비큐,barbecue,Food
바빌론의 공중 정원,Hanging Gardens of Babylon,Seven Wonders of the Ancient World
바빠요,to be busy,Daily activities.
바쁘다,to be busy,Daily Life
바빴어요,to be busy,Daily Life
바쁠 거예요,to be busy,Daily activities
바이러스,virus,Medical Terminology
바위,rock,Geology
바이러스학,virology,Science
바우하우스,Bauhaus,Architectural Styles
바순,bassoon,Musical Instruments
바이마르 공화국,Weimar Republic,History
바이에른 주,Bavaria,German Regions
바이트,byte,Technology
바이킹,Viking,Historical Figures
바이올린,violin,Musical Instruments
바질,basil,Herbs
바지,pants,Clothing
바치다,"to dedicate, offer, give",Generosity.
박물관,museum,Places to Visit
바퀴,wheel,Transportation
박수,"handclapping, applause",Celebrations
밖,"approval, agreement, consent",Policies and Procedures
박식한,wise,Positive characteristics
반,"to surround, enclose",Verb
물방울,drop of water,Water sources
반기다,"to greet, welcome",Social Interactions
박히다,deep bow,Respectful gestures
반갑다,"to talk nonsense, gibberish, babble, speak incoherently",Language and Communication
반년,"half a year, six months",Time Units
반대하다,"to oppose, be against, reverse, object",Opposition or Contradiction
반납하다,return,Actions/Verbs.
반드시,"that much, to that extent, as much, so much",Intensity or degree
반대,a long time,Time expressions
반물질,antimatter,Science fiction concepts
반면에,"on the other hand, expression that indicates that facts in the first and second state are opposites",Contrasting Phrases
반바지,shorts,Clothing
반사하다,"to be distinctive, clear, obvious, apparent, standing out",Appearance
반복하다,to repeat,Actions or Verbs
박사,Folk village,Occupations
반도,peninsula,Geography
반찬,side dish,Food
반장,"class president, leader",School Positions
반죽,"dough, batter",Cookingingredients
반응,"to intervene, interfere, step in",Actions.
반지,ring,Jewelry
반칙,"foul, violation, infringement",Sports.
반찬거리,"groceries, materials for making side dishes",Cooking essentials
반팔,short-sleeve shirts,Clothing
미터,meter,Measuring devices
받다,"to receive, accept, get, take",Actions or Verbs
받았어요,"to receive, accept, get, take",Actions
반구,hemisphere,Geography
받아요,"to receive, accept, get, take",Actions/Verbs
받을 거예요,"to receive, accept, get, take",Daily activities
발가락,toe,Body Parts
발걸음,"footstep, pace",Movement or Walking
발끝,tips of one's toes,Body Parts
발레,ballet,Dance Styles
발견하다,"to discover, detect, come across, find",Exploration
발라드,ballad,Music genres
발달하다,"to propose, suggest","Verbs starting with ""발"" (bal)"
발리 섬,Bali,Travel destinations
바빌론,Babylon,Historical Cities
발레아레스 제도,Balearic Islands,Islands
발명하다,"to be important, significant",Innovation
발매,"putting something on the market, releasing",Business and Marketing
발목,ankle,Body Parts
발음,pronunciation,Language & Communication
발표,"announcement, statement, presentation, publish, release",Public Speaking
발표회,"recital, performance, conference, exhibition, meeting",Business/Professional Events
밟다,"to break up, part, separate, split",Verbs starting with 'B'
밟아요,"to break up, part, separate, split",Actions
밟았어요,"to break up, part, separate, split",Action Verbs
밤사이,nighttime,Time of day.
밤새도록,"all night long, whole night through",Time expressions
밤,"night, night time",Time of Day
밤 새,"all night long, overnight",Time expressions
밤낮,day and night,Time expressions
밥,noodles,Korean Food
밤새우다,to stay up all night,Daily Routines
방,"room, shot, round, punch",Location
밥맛,appetite,Food and Eating
밤색,"brown, chestnut",Colors
방금,"sashimi, sliced raw fish",Food
방문,visit,Travel and Tourism
방귀,fart,Bodily functions
발,zoo,Animals
방법,method,Ways of doing things
방문하다,"to visit, stop by, call",Travel and Visiting
발전,development,Progress or Technology
받아쓰다,"to take dictation, write down",School subjects
방법론,methodology,Academic Terms
방송국,badminton,Sports
방사,radiation,Science
밟을 거예요,"to break up, part, separate, split",Relationships
방면,seed,Plants/Flowers
방송하다,"to broadcast, televise",Media occupations or activities
방벽,barrier,Protection
방패,shield,Medieval weapons
방안,plan / inside a room,Room arrangements
